14,3,0,8,41,33,1,8,10,0.76068,385,1,2,0.74,0.35714,1,1,25.857,4,1.5714,0
5,3,0,9,43,0,0,9,5,0.66667,276,1,0,0.90244,0.53333,2,3,53.6,1,0.8,0
13,1,1,8,20,46,6,2,8,0.66667,111,1,0,0,0.61538,0,0,7.2308,1,0.7692,0
8,4,0,7,35,4,0,7,7,0.71429,265,1,0,0.91765,0.46875,3,3,31.375,5,1.375,0
31,1,0,6,65,243,4,2,30,0.72667,747,1,0,0,0.1828,1,1,22.613,4,1.1613,0
15,3,0,3,37,41,1,2,14,0.69643,437,0.75,1,0.45455,0.31111,1,2,27.333,1,0.8,0
12,1,0,3,21,44,1,2,5,0.80519,147,1,1,0,0.2619,0,0,10.667,4,1.25,0
2,2,0,6,9,1,1,5,2,2,33,0,0,0.95833,1,0,0,15.5,1,0.5,0
6,3,0,6,16,5,0,6,5,0.73333,95,1,0,0.88095,0.5,0,0,14.333,1,0.8333,0
15,4,2,18,55,37,2,16,9,0.72857,730,1,4,0.84615,0.19333,3,7,47,12,2.4667,1
7,3,0,8,22,0,0,8,7,0.625,147,1,0,0.86047,0.34286,1,1,19.429,5,1.4286,0
26,3,0,15,108,233,1,15,22,0.90261,1156,1,2,0.59677,0.16026,3,3,42.577,7,1.2692,1
3,3,0,5,22,0,1,5,3,0,149,1,0,0.94872,0.66667,0,0,48.333,1,0.6667,0
19,1,0,30,46,65,29,3,17,0.41667,448,1,0,0,0.28947,0,0,22.474,16,2.4211,0
6,4,0,8,34,0,0,8,6,0.6,493,1,0,0.93976,0.55556,1,1,80.5,1,0.8333,2
2,2,0,10,9,1,6,4,2,2,31,0,0,0.92308,0.66667,0,0,14.5,1,0.5,0
26,3,0,33,80,201,26,8,20,0.57333,719,0.66667,2,0.56604,0.15273,2,11,26.538,14,2.2692,0
3,3,0,3,10,0,0,3,3,0,32,1,0,0.94872,0.66667,0,0,9.3333,1,0.6667,0
3,2,0,9,22,3,1,8,2,2,128,0,0,0.92,1,1,1,41.667,9,3.3333,0
9,3,0,9,29,0,0,9,9,0.58333,168,1,1,0.82222,0.44444,0,0,17.333,2,1.4444,0
4,3,0,5,32,2,0,5,4,0.66667,215,1,0,0.925,0.75,1,1,52.25,1,0.75,0
2,1,0,1,6,0,1,0,2,1,39,1,0,0,0.66667,0,0,16.5,2,1,0
3,1,0,2,15,0,2,0,3,0.16667,100,1,0,0,0.66667,0,0,31.333,2,1,0
14,3,2,11,41,67,3,8,11,0.84615,366,1,1,0.74,0.22321,1,1,24.714,4,1.2857,0
19,1,0,24,81,147,17,8,7,0.86111,560,1,1,0,0.1713,0,0,28.158,2,1,0
8,3,0,2,39,10,0,2,8,0.71429,265,1,0,0.84091,0.325,1,1,31.625,4,1.25,0
23,1,1,25,52,181,23,2,14,0.7314,1489,1,0,0,0.29091,0,0,63.261,35,6.087,0
5,1,0,5,13,0,4,1,5,0,69,1,0,0,0.53333,0,0,12.6,3,1.2,0
14,3,0,7,33,65,0,7,14,0.91026,404,1,1,0.74,0.59524,2,3,27,2,1,1
2,2,0,6,11,1,1,5,2,2,37,0,0,0.95833,1,0,0,17.5,1,0.5,0
1,5,0,1,2,0,0,1,1,2,4,0,0,1,1,0,0,3,0,0,0
5,1,0,2,15,0,1,1,4,0.5,137,1,0,0,0.9,0,0,25.2,4,1.8,0
4,1,0,4,5,0,3,1,4,0.33333,24,1,0,0,0.875,0,0,4.75,1,0.75,0
21,1,0,27,78,158,11,17,15,0.73571,659,0.92857,5,0,0.145,0,0,29.714,7,1.6667,1
14,3,12,20,41,0,13,7,13,0.46154,174,1,1,0.74,0.39286,0,0,11.286,6,1.5,0
4,1,0,2,5,6,1,1,4,2,16,0,0,0,0.875,0,0,3,1,0.75,0
6,1,0,7,28,1,1,6,6,0.6,173,1,3,0,0.30556,0,0,27.333,1,0.8333,0
20,2,40,100,28,158,96,6,16,0.87719,164,1,3,0.32143,0.25833,1,3,6.9,3,1.1,0
5,1,0,19,12,4,17,2,5,0.25,55,1,0,0,0.53333,0,0,9.8,1,0.6,0
27,1,0,3,63,297,1,2,10,0.77885,527,0,2,0,0.37963,0,0,18.222,11,1.4444,0
14,1,1,9,34,47,4,5,12,0.82418,279,1,0,0,0.30769,0,0,18.429,6,1.8571,1
1,1,0,9,1,0,8,1,1,2,1,0,0,0,1,0,0,0,1,1,1
7,1,0,11,7,21,10,1,7,2,7,0,0,0,1,0,0,0,1,1,0
7,6,0,8,31,13,0,8,4,0.75,151,1,0,0.9625,0.4,4,9,20.286,2,1,0
4,1,0,5,4,6,4,1,4,2,4,0,0,0,0.875,0,0,0,1,1,0
4,5,0,6,21,0,0,6,4,0.33333,87,1,0,0.98089,1,1,1,20.5,3,1.25,0
44,4,0,19,91,802,6,14,40,0.9437,724,0.94737,2,0.64463,0.15682,3,3,15.023,7,1.4091,0
8,3,0,12,38,4,3,10,6,0.52381,243,1,1,0.84091,0.35,1,4,29,3,1.375,0
6,3,0,2,29,0,0,2,5,0.64,1260,1,0,0.88095,0.55556,1,1,208.17,2,1,0
5,1,2,59,7,0,59,1,5,0,33,1,1,0,0.45,0,0,5.4,2,1,0
11,1,0,11,61,0,0,11,8,0.91333,517,1,1,0,0.8,0,0,44.636,9,2.7273,0
2,3,0,3,8,1,0,3,2,2,28,0,0,0.96774,0.75,0,0,13,2,1,1
5,1,0,4,20,0,0,4,4,0.33333,144,1,1,0,0.9,0,0,27.2,5,2.2,0
