11,4,2,14,42,29,2,12,5,0.725,395,1,1,0.88506,0.23232,3,4,34.545,3,1.2727,0
14,1,1,8,32,49,4,4,12,0.83516,257,1,0,0,0.30769,0,0,16.857,6,1.6429,2
3,2,0,1,9,0,0,1,1,0,58,1,1,0.71429,0.66667,1,1,17.333,1,0.6667,0
12,3,0,12,37,32,0,12,12,0.85859,310,1,1,0.77083,0.45833,0,0,24.083,3,1.4167,0
6,3,0,4,21,1,0,4,6,0.7,136,1,0,0.88095,0.41667,2,2,21,1,0.8333,0
5,1,0,3,15,0,2,1,4,0.5,137,1,0,0,0.9,0,0,25.2,4,1.8,0
4,4,0,6,32,6,0,6,1,2,325,0,0,0.96386,0.75,3,5,80.25,11,5.25,0
16,3,0,3,40,84,1,2,16,0.65833,604,1,2,0.58065,0.29167,2,7,36.25,1,0.8125,0
4,5,0,5,21,0,0,5,4,0.33333,87,1,0,0.98089,1,1,1,20.5,3,1.25,0
17,3,0,10,55,76,5,6,11,0.59375,461,1,0,0.65217,0.28571,1,1,25.882,6,2.6471,1
9,3,0,9,29,0,0,9,9,0.58333,168,1,1,0.82222,0.44444,0,0,17.333,2,1.4444,0
3,3,0,3,14,1,0,3,3,0.5,84,1,0,0.94872,0.66667,1,1,26.667,1,0.6667,1
10,3,0,5,41,21,1,5,7,0.79365,360,1,0,0.80435,0.45,0,0,34.3,2,1.1,0
17,2,0,9,64,76,7,2,9,0.87917,713,0.6,2,0.70833,0.33929,1,3,40.059,9,1.4118,2
5,1,5,12,11,8,11,1,5,0.75,59,1,0,0,0.7,0,0,10.6,5,1.6,0
10,1,0,9,49,1,0,9,8,0.92063,382,1,0,0,0.83333,0,0,35.1,4,1.9,0
22,4,0,16,72,165,1,16,16,0.90476,675,1,1,0.78788,0.22727,3,3,29.045,4,1.2273,1
5,1,0,4,13,0,0,4,5,0.5,65,1,0,0,0.8,0,0,11.6,3,1.2,0
4,1,0,2,7,6,1,1,4,2,20,0,0,0,0.875,0,0,4,1,0.75,0
4,1,0,3,4,6,2,1,4,2,4,0,0,0,0.5,0,0,0,1,1,0
9,1,4,8,15,18,5,3,5,0.70833,98,1,1,0,0.28889,0,0,9.5556,2,1,0
8,3,0,6,46,10,0,6,7,0.77143,394,1,0,0.84091,0.375,1,1,47.625,2,1,0
22,4,1,15,104,185,2,13,8,0.83929,1180,1,0,0.79592,0.18027,3,3,52.273,3,1.0455,3
2,1,0,4,2,1,3,2,2,2,2,0,0,0,0.75,0,0,0,1,1,0
7,2,1,8,15,1,7,1,4,0.58333,92,1,1,0.45455,0.46429,1,1,11.571,1,0.8571,0
2,1,0,1,6,0,1,0,2,1,39,1,0,0,0.66667,0,0,16.5,2,1,0
23,1,1,22,51,181,20,2,14,0.7314,1407,1,0,0,0.29091,0,0,59.696,35,5.8696,0
