9,6,0,9,34,28,0,9,6,0.8125,166,1,0,0.95062,0.4,4,9,17.222,2,1,1
8,4,0,7,37,4,0,7,7,0.71429,277,1,0,0.91765,0.46875,4,4,32.875,5,1.375,0
4,3,0,8,39,0,0,8,4,0.33333,200,1,0,0.925,0.5,1,1,48.5,1,0.75,0
15,3,0,16,77,69,0,16,10,0.82653,504,1,0,0.72549,0.23333,1,1,32.133,6,1.4,0
15,3,0,3,37,41,1,2,14,0.69643,437,0.75,1,0.45455,0.31111,1,2,27.333,1,0.8,0
1,1,0,5,1,0,4,1,1,2,1,0,0,0,1,0,0,0,1,1,0
18,3,0,10,56,119,0,10,15,0.88235,460,1,0,0.68519,0.37778,0,0,23.833,13,2,0
2,3,0,3,7,1,1,3,2,2,23,0,0,0.9697,1,0,0,10.5,1,0.5,0
4,1,0,5,4,6,4,1,4,2,4,0,0,0,0.5,0,0,0,1,1,0
16,4,2,19,56,48,2,17,10,0.74545,757,1,4,0.83696,0.19375,3,7,45.625,14,2.5,0
7,3,0,7,21,0,0,7,7,0.625,144,1,0,0.86047,0.34286,1,1,19,5,1.4286,0
5,1,0,11,5,10,11,0,5,2,5,0,0,0,0.53333,0,0,0,1,1,0
3,3,0,6,21,0,1,6,3,0,146,1,0,0.94872,0.66667,0,0,47.333,1,0.6667,0
1,1,0,9,1,0,8,1,1,2,1,0,0,0,1,0,0,0,1,1,0
7,5,0,5,17,0,1,4,5,0.77778,107,1,0,0.84848,0.47619,2,5,13.857,5,1.2857,0
3,1,1,7,9,0,5,2,3,0,47,1,0,0,0.66667,0,0,14.333,1,0.6667,0
6,4,0,10,33,0,0,10,6,0.6,511,1,0,0.93976,0.55556,1,1,83.5,1,0.8333,0
10,4,0,16,36,3,4,12,10,0.58333,246,1,2,0.79545,0.26667,1,3,23.2,7,2.3,0
20,3,0,14,67,130,1,13,16,0.84689,812,1,4,0.66071,0.25,1,1,39.05,25,3.05,0
1,1,0,15,1,0,14,1,1,2,1,0,0,0,1,0,0,0,1,1,0
28,3,0,44,96,286,32,13,22,0.59259,1047,0.5,1,0.54545,0.12698,2,5,36.321,15,2.5357,0
8,5,0,6,26,0,1,5,5,0.57143,164,1,0,0.82353,0.375,2,5,19.125,4,1.125,0
4,3,0,6,16,0,0,6,4,0.33333,46,1,0,0.925,0.625,1,1,10.25,1,0.75,0
6,1,0,1,8,0,0,1,6,0,43,1,1,0,0.66667,0,0,6,1,0.8333,0
3,2,0,9,26,3,1,8,2,2,147,0,0,0.92,1,1,1,48,10,3.6667,0
8,5,0,9,23,0,4,5,8,0.7619,198,0.5,0,0.84444,0.35,1,4,23,6,2.25,0
4,2,0,4,15,0,1,3,4,0.33333,109,1,0,0.75,0.5,0,0,25.75,1,0.75,1
3,4,0,4,20,3,0,4,1,1.5,124,1,0,0.96078,1,2,3,40,8,3,0
18,4,0,12,82,83,1,12,11,0.96015,1238,1,1,0.82105,0.18182,2,2,66.056,8,1.8333,1
3,1,0,3,3,3,2,1,3,2,3,0,0,0,0.66667,0,0,0,1,1,0
2,3,0,0,3,1,0,0,2,2,7,0,0,0.90909,0.75,1,1,2.5,1,0.5,0
3,1,0,3,17,0,2,1,3,0.25,196,1,0,0,0.66667,0,0,63,2,1,0
15,3,2,10,47,73,2,8,12,0.86508,452,1,1,0.72549,0.225,1,1,28.533,12,1.8,0
1,1,0,8,1,0,6,2,1,2,1,0,0,0,1,0,0,0,1,1,0
3,4,0,5,24,3,0,5,1,1.5,163,1,0,0.96078,1,2,3,53,11,4,0
13,1,1,15,66,78,10,7,12,1.0833,476,0,0,0,0.20769,0,0,35.462,2,1,0
4,1,0,6,21,6,2,4,2,2,91,0,0,0,0.75,0,0,21.75,4,1.5,0
27,1,0,10,60,145,1,9,26,0.64835,401,1,4,0,0.31481,0,0,13.593,6,1.5185,0
7,5,0,5,19,1,1,4,5,0.52381,285,1,0,0.84848,0.47619,2,5,38.714,4,1.1429,0
1,1,0,2,1,0,1,1,1,2,1,0,0,0,1,0,0,0,1,1,0
5,2,0,5,37,4,0,5,2,0.5,250,1,0,0.8,0.5,1,3,48.8,11,2.8,0
12,3,0,11,64,0,0,11,9,0.61818,581,1,0,0.77083,0.2381,0,0,47,20,3.4167,0
11,2,0,12,15,13,9,4,11,0.75,97,1,3,0.2,0.22078,0,0,7.2727,1,0.7273,0
21,5,2,15,83,142,2,13,8,0.78,799,1,5,0.86207,0.18651,3,7,36.571,9,1.5238,0
21,4,0,11,56,24,0,11,19,0.7875,715,1,0,0.79592,0.28571,3,4,32.667,16,2.1905,0
3,4,0,8,22,0,0,8,2,0,104,1,1,0.96226,0.5,2,2,33.333,5,2,0
6,3,0,9,32,0,0,9,6,0.6,216,1,2,0.88095,0.33333,2,2,34.5,1,0.8333,0
20,1,0,4,42,130,0,4,18,0.73684,376,1,1,0,0.28421,0,0,17.45,3,1.15,0
4,3,0,4,15,0,0,4,4,0.83333,70,0.5,0,0.90909,0.58333,0,0,16,3,1.5,0
8,5,0,6,26,0,1,5,5,0.57143,167,1,0,0.82353,0.375,2,5,19.5,4,1.125,0
36,3,11,35,84,0,11,24,35,0.48571,302,1,1,0.51389,0.0875,2,2,7.3333,6,1.1944,0
27,3,1,18,87,217,1,17,20,0.87045,919,1,2,0.5873,0.21296,2,2,32.333,13,1.7037,0
5,1,0,1,6,0,1,0,5,0.5,30,1,0,0,0.7,0,0,4.6,1,0.8,0
2,6,0,4,4,1,0,4,1,2,11,0,0,0.98718,0.66667,0,0,4.5,1,0.5,0
3,1,0,0,7,0,0,0,3,0,19,1,0,0,0.66667,0,0,5,1,0.6667,0
10,3,0,2,20,21,0,2,9,0.6,130,1,0,0.80435,0.4,1,1,11.5,1,0.9,0
4,1,0,3,23,4,1,2,1,0.33333,174,1,0,0,0.58333,0,0,42,3,1.25,0
3,2,0,5,12,3,1,4,1,2,40,0,0,0.85714,0.66667,0,0,12.333,1,0.6667,0
5,1,1,28,11,4,26,2,5,0.25,54,1,0,0,0.53333,0,0,9.6,1,0.6,0
17,5,0,15,57,22,0,15,15,0.58333,298,1,1,0.86992,0.26471,4,7,16.353,4,1.2353,0
6,1,0,14,24,15,14,0,5,1,116,0,0,0,0.3,0,0,18.167,2,1,0
9,3,0,4,41,14,0,4,8,0.79167,334,1,0,0.82222,0.35556,1,1,35.444,11,2,1
6,3,0,7,24,9,4,4,5,0.8,231,0.5,0,0.88095,0.26667,1,1,37.167,1,0.8333,1
7,5,0,5,22,0,1,4,5,0.55556,150,1,0,0.84848,0.47619,2,5,20,4,1.1429,0
2,2,0,7,13,1,1,6,2,2,66,1,0,0.95833,1,0,0,31.5,1,0.5,0
7,5,0,5,18,0,1,4,5,0.55556,113,1,0,0.84848,0.47619,2,4,14.714,4,1.1429,0
19,1,8,23,92,81,8,15,4,0.71256,899,1,9,0,0.23016,0,0,45.105,30,4.2632,1
4,2,0,4,16,0,0,4,4,0.33333,59,1,0,0.84211,0.875,1,1,13.5,5,1.75,0
29,1,0,5,66,348,2,3,12,0.81071,567,0.9,2,0,0.31724,0,0,18.207,11,1.3793,0
4,4,9,12,7,4,9,3,3,0.66667,22,1,1,0.92857,0.5,0,0,4.25,1,0.5,0
1,1,0,2,1,0,2,0,1,2,1,0,0,0,1,0,0,0,1,1,0
16,1,3,13,38,80,6,7,12,0.87619,334,0.85714,0,0,0.28571,0,0,19.438,8,1.6875,0
16,3,0,3,38,84,1,2,16,0.67407,541,1,2,0.58065,0.25,2,8,32.25,1,0.8125,0
1,1,0,18,1,0,17,1,1,2,1,0,0,0,1,0,0,0,1,1,0
2,4,0,4,4,0,1,3,1,0,16,1,1,0.9375,0.66667,1,1,6.5,1,0.5,0
5,1,0,3,9,0,1,2,5,0.66667,64,1,0,0,0.53333,0,0,11.2,1,0.8,0
9,2,0,12,50,24,8,6,2,0.85,288,1,1,0.68,0.2963,1,1,30.444,2,1,0
7,6,0,9,32,13,0,9,4,0.75,150,1,0,0.9625,0.4,4,9,20.143,2,1,1
2,6,0,4,4,1,0,4,1,2,11,0,0,0.98718,0.66667,0,0,4.5,1,0.5,0
7,5,0,5,18,0,1,4,5,0.70833,126,1,0,0.84848,0.47619,2,5,16.429,5,1.2857,0
11,1,0,4,34,0,3,1,1,0.78571,312,1,0,0,0.85,0,0,26.091,3,1.7273,0
6,1,0,7,6,15,6,1,6,1.2,10,0,0,0,0.72222,0,0,0,1,1,0
10,3,4,16,21,23,14,2,5,0.66667,149,1,1,0.69231,0.22857,1,2,13.7,1,0.8,0
17,4,0,7,81,40,4,3,10,0.82386,1178,0.90909,8,0.51613,0.25,2,4,67,2,1,0
10,1,0,3,13,31,1,2,10,0.7037,76,1,1,0,0.375,0,0,6.3,2,1.1,0
13,3,0,12,43,36,3,10,7,0.63889,424,1,0,0.7551,0.32051,1,6,31.385,4,1.8462,0
9,2,0,5,20,0,3,2,9,0.5,141,1,0,0.6,0.41667,0,0,14.222,1,0.6667,1
6,3,0,3,30,0,0,3,5,0.6,1262,1,0,0.88095,0.55556,1,1,208.67,2,1,0
