36,1,0,9,39,89,7,2,34,0.79412,618,1,0,0,0.23148,1,1,16,3,1.2222,0
18,1,0,9,55,79,4,7,10,0.84191,373,1,4,0,0.23529,0,0,18.833,4,1.2778,0
41,2,0,5,28,154,4,1,41,0.94152,314,1,0,0.05,0.29,1,1,6.439,6,1.1905,0
31,6,0,12,97,401,8,7,12,0.91765,1084,0.94118,0,0.93709,0.16129,0,0,33.419,14,1.9355,0
6,1,0,1,10,3,0,1,4,2,94,0,0,0,0.33333,0,0,14.667,2,1,0
14,6,0,6,52,51,5,5,1,0.79021,454,1,1,0.96991,0.35714,0,0,30.643,3,1.5714,0
2,1,0,1,4,1,1,0,1,1,22,0,0,0,1,0,0,9,0,0,0
9,1,0,3,19,28,2,1,9,0.925,84,1,0,0,0.44444,0,0,7.7778,1,0.8889,0
14,6,0,9,91,69,5,8,4,0.85714,674,1,4,0.96991,0.3,0,0,46.643,9,2.4286,0
9,1,0,9,45,0,6,3,8,0.5625,264,1,0,0,0.51852,0,0,28.111,2,1.1111,2
4,1,4,2,8,1,2,0,4,2,144,0,0,0,0.5,0,0,35,4,2,0
17,6,0,2,52,98,2,0,17,0.85417,275,1,0,0.96322,0.38235,3,7,14.824,3,1.1765,0
10,1,0,9,24,21,8,3,3,0.85185,151,1,0,0,0.33333,0,0,13.2,1,0.8,0
24,1,0,12,13,40,12,0,24,0.87879,172,1,0,0,0.75,0,0,5.9167,1,0.8333,0
17,6,0,4,45,94,3,3,4,0.875,396,1,0,0.96322,0.30882,0,0,21.529,2,1.2941,0
9,6,0,4,40,20,4,3,3,0.76786,258,1,0,0.98126,0.55556,1,1,26.889,2,1.3333,0
40,6,0,11,124,648,8,7,4,0.91209,834,1,0,0.91685,0.16667,0,0,19.325,8,1.45,0
28,1,0,15,84,48,10,14,8,0.76838,839,0.29412,6,0,0.17857,0,0,28.357,6,1.6154,1
101,6,0,25,231,4776,17,23,5,0.97337,3211,0.9875,2,0.81356,0.109,1,1,30,8,1.6832,3
5,1,0,1,10,10,1,0,5,1,42,1,0,0,0.9,0,0,6.6,1,0.8,0
8,2,0,7,30,0,3,6,5,0.59524,170,1,6,0.87037,0.25,1,1,19.5,3,1.375,0
4,1,0,9,4,1,9,0,2,1,20,0,0,0,1,0,0,3.75,0,0,0
53,2,0,14,42,274,11,3,52,0.90741,460,1,0,0.037037,0.2619,1,1,7.4528,3,1,1
3,1,0,3,26,1,0,3,2,0.83333,197,1,0,0,0.66667,0,0,63.667,8,4,0
10,1,0,2,16,0,2,0,10,0.74074,99,1,0,0,0.5,1,1,8.6,6,1.3,0
2,1,0,3,7,1,0,3,2,2,27,0,0,0,0.5,0,0,12.5,3,1.5,0
4,1,0,1,8,1,1,0,4,2,46,0,0,0,0.5,0,0,10.5,1,0.5,0
